"4 Weeks CY Value","Manufacturer","Product","Region","Retailer","DDMMMYY","CY % Time On Promo","4 Weeks Store Count","4 Weeks CY Ave Price Quantity","4 Weeks Volume Growth % ","4 Weeks CY Volume","4 Weeks Value Growth % ","4 Weeks CY % Sales On Promo"
"1917.46","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","PnP Family","2 Aug 26","0.7272727272727273","8.0","39.94708333333333",,"48.0",,"0.852961730622803"
"902.85","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","PnP Family","9 Aug 26","0.5","6.0","42.99285714285715",,"21.0",,"0.7397685108268262"
"667.51","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","PnP Family","16 Aug 26","0.125","6.0","47.67928571428571",,"14.0",,"0.06687540261569115"
"36.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","PnP Local","26 Jul 26","1.0","1.0","36.98",,"1.0",,"1.0"
"46.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","PnP Local","16 Aug 26",,"1.0","46.99",,"1.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","17 Aug 25",,,,"-1.0",,"-1.0",
"47.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","26 Jul 26",,"1.0","47.99",,"1.0",,
"140.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","2 Aug 26",,"2.0","46.99",,"3.0",,
"183.96","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","9 Aug 26",,"3.0","45.99",,"4.0",,
"278.94","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SaveMor","16 Aug 26",,"2.0","46.49",,"6.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","17 Aug 25",,,,"-1.0",,"-1.0",
"21561.09","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","26 Jul 26","0.7741935483870968","62.0","37.95966549295775",,"568.0",,"0.8594857681128366"
"34803.2","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","2 Aug 26","0.6612903225806451","62.0","36.98533475026567",,"941.0",,"0.7407436672489887"
"30706.59","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","9 Aug 26","0.65","60.0","37.08525362318841",,"828.0",,"0.6948697331745401"
"5624.01","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite","16 Aug 26","0.49019607843137253","51.0","42.28578947368421",,"133.0",,"0.5520029302935093"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","17 Aug 25",,,,"-1.0",,"-1.0",
"935.89","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","26 Jul 26","1.0","6.0","37.4356",,"25.0",,"1.0"
"1997.76","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","2 Aug 26","0.8333333333333334","6.0","36.995555555555555",,"54.0",,"0.814812590100913"
"1342.83","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","9 Aug 26","0.8333333333333334","6.0","37.30083333333333",,"36.0",,"0.889799900210749"
"808.84","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Shoprite Mini","16 Aug 26","0.3333333333333333","6.0","44.93555555555556",,"18.0",,"0.31520449038128673"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","17 Aug 25",,,,"-1.0",,"-1.0",
"744.84","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","26 Jul 26",,"9.0","46.5525",,"16.0",,
"507.89","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","2 Aug 26",,"6.0","46.17181818181818",,"11.0",,
"920.2","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","9 Aug 26",,"6.0","46.010000000000005",,"20.0",,
"928.8","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","Spar","16 Aug 26",,"10.0","46.44",,"20.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"2020.56","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","26 Jul 26",,"16.0","45.92181818181818",,"44.0",,
"1569.66","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","2 Aug 26",,"15.0","46.1664705882353",,"34.0",,
"2133.54","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","9 Aug 26",,"18.0","46.38130434782609",,"46.0",,
"1973.57","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Limpopo","SuperSpar","16 Aug 26",,"19.0","45.89697674418605",,"43.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Minnesota","OK Minimark","3 Aug 25",,,,"-1.0",,"-1.0",
"31.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Minnesota","OK Minimark","2 Aug 26","1.0","1.0","31.99",,"1.0",,"1.0"
"63.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Minnesota","OK Minimark","9 Aug 26","1.0","1.0","31.99",,"2.0",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"9000.77","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","26 Jul 26","1.0","10.0","37.04020576131688",,"243.0",,"1.0"
"11165.88","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","2 Aug 26","1.0","10.0","37.09594684385382",,"301.0",,"1.0"
"7705.87","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","9 Aug 26","1.0","9.0","37.04745192307692",,"208.0",,"1.0"
"2478.52","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers","16 Aug 26","0.6","10.0","44.25928571428572",,"56.0",,"0.47116424317738004"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","17 Aug 25",,,,"-1.0",,"-1.0",
"6615.32","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","26 Jul 26","1.0","3.0","36.95709497206704",,"179.0",,"1.0"
"7621.01","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","2 Aug 26","1.0","3.0","36.99519417475728",,"206.0",,"1.0"
"4351.83","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","9 Aug 26","1.0","3.0","37.195128205128206",,"117.0",,"1.0"
"3024.31","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Checkers Hyper","16 Aug 26","1.0","3.0","41.42890410958904",,"73.0",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Medirite Plus","27 Jul 25",,,,"-1.0",,"-1.0",
"47.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Medirite Plus","26 Jul 26",,"1.0","47.99",,"1.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Express","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","17 Aug 25",,,,"-1.0",,"-1.0",
"511.85","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","26 Jul 26","0.8","5.0","34.123333333333335",,"15.0",,"0.8124841262088502"
"991.69","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","2 Aug 26","0.75","4.0","31.990000000000002",,"31.0",,"0.5483870967741935"
"1023.68","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","9 Aug 26","0.8","5.0","31.99",,"32.0",,"0.78125"
"220.95","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Foods","16 Aug 26","0.25","4.0","44.19",,"5.0",,"0.3438787055894999"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","17 Aug 25",,,,"-1.0",,"-1.0",
"95.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","26 Jul 26","1.0","1.0","31.99",,"3.0",,"1.0"
"95.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","2 Aug 26","1.0","1.0","31.99",,"3.0",,"1.0"
"95.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","9 Aug 26","1.0","1.0","31.99",,"3.0",,"1.0"
"89.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Grocer","16 Aug 26",,"1.0","44.99",,"2.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","OK Minimark","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"1044.83","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","26 Jul 26","0.8","10.0","38.697407407407404",,"27.0",,"0.8765540805681308"
"2461.6","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","2 Aug 26","0.875","10.0","39.70322580645161",,"62.0",,"0.9240331491712707"
"1571.74","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","9 Aug 26","0.3076923076923077","9.0","43.659444444444446",,"36.0",,"0.3123735477878021"
"678.86","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Corporate","16 Aug 26",,"6.0","48.49",,"14.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"2925.67","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","26 Jul 26","0.5789473684210527","16.0","39.53608108108108",,"74.0",,"0.7912033824730745"
"3705.15","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","2 Aug 26","0.6666666666666666","15.0","38.5953125",,"96.0",,"0.7970824393074504"
"2492.8","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","9 Aug 26","0.5294117647058824","14.0","40.86557377049181",,"61.0",,"0.7549462451861361"
"1694.64","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Family","16 Aug 26",,"12.0","47.07333333333334",,"36.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","17 Aug 25",,,,"-1.0",,"-1.0",
"200.96","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","26 Jul 26","0.5","2.0","40.192",,"5.0",,"0.766172372611465"
"128.98","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","2 Aug 26","0.5","2.0","42.99333333333333",,"3.0",,"0.27135990075980776"
"175.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","9 Aug 26","0.3333333333333333","3.0","43.9925",,"4.0",,"0.19889753935329885"
"146.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","PnP Local","16 Aug 26",,"2.0","48.99",,"3.0",,
"89.31","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SaveMor","26 Jul 26",,"1.0","44.655",,"2.0",,
"134.97","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SaveMor","2 Aug 26",,"1.0","44.99",,"3.0",,
"448.54","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SaveMor","9 Aug 26",,"1.0","44.854",,"10.0",,
"44.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SaveMor","16 Aug 26",,"1.0","44.99",,"1.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","17 Aug 25",,,,"-1.0",,"-1.0",
"23741.9","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","26 Jul 26","0.9285714285714286","55.0","37.80557324840765",,"628.0",,"0.9498422619925111"
"36240.96","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","2 Aug 26","0.7962962962962963","53.0","37.056196319018404",,"978.0",,"0.7978775948539995"
"31771.1","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","9 Aug 26","0.7678571428571429","55.0","37.07246207701284",,"857.0",,"0.8142881423683789"
"5880.93","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite","16 Aug 26","0.45","39.0","42.30884892086331",,"139.0",,"0.5754889107675146"
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","17 Aug 25",,,,"-1.0",,"-1.0",
"112.01","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","26 Jul 26","1.0","1.0","28.0025",,"4.0",,"1.0"
"308.02","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","2 Aug 26","1.0","1.0","28.00181818181818",,"11.0",,"1.0"
"29.0","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","9 Aug 26","1.0","1.0","29.0",,"1.0",,"1.0"
"38.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Cash & Carry","16 Aug 26",,"1.0","38.99",,"1.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","17 Aug 25",,,,"-1.0",,"-1.0",
"147.99","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","26 Jul 26","0.5","2.0","36.9975",,"4.0",,"0.25001689303331304"
"665.93","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","2 Aug 26","0.3333333333333333","3.0","36.996111111111105",,"18.0",,"0.5555538870451849"
"750.9","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","9 Aug 26","0.3333333333333333","3.0","37.545",,"20.0",,"0.5073245438806765"
"217.96","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Shoprite Mini","16 Aug 26",,"2.0","43.592",,"5.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","17 Aug 25",,,,"-1.0",,"-1.0",
"589.46","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","26 Jul 26",,"4.0","45.34307692307693",,"13.0",,
"182.76","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","2 Aug 26",,"2.0","45.69",,"4.0",,
"406.91","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","9 Aug 26",,"6.0","45.21222222222222",,"9.0",,
"718.72","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","Spar","16 Aug 26",,"4.0","44.92",,"16.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"2682.95","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","26 Jul 26",,"17.0","46.25775862068965",,"58.0",,
"3489.1","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","2 Aug 26",,"19.0","45.90921052631579",,"76.0",,
"2275.65","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","9 Aug 26",,"17.0","45.513000000000005",,"50.0",,
"4025.02","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Mpumalanga","SuperSpar","16 Aug 26",,"22.0","45.73886363636364",,"88.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","17 Aug 25",,,,"-1.0",,"-1.0",
"319.86","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","26 Jul 26",,"2.0","39.9825",,"8.0",,
"321.47","Adcock Ingram","Plush All Purpose Cleaner Pine Gel Fresh Pine 1l","Non-sa","Buying Partner","2 Aug 26",,"3.0","40.18375",,"8.0",,
