"4 Weeks CY Value","Manufacturer","Product","Region","Retailer","DDMMMYY","CY % Time On Promo","4 Weeks Store Count","4 Weeks CY Ave Price Quantity","4 Weeks Volume Growth % ","4 Weeks CY Volume","4 Weeks Value Growth % ","4 Weeks CY % Sales On Promo"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"1547.19","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","26 Jul 26","1.0","12.0","49.90935483870968",,"31.0",,"1.0"
"1493.73","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","2 Aug 26","0.9375","15.0","49.791000000000004",,"30.0",,"0.9330668862511966"
"499.9","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","9 Aug 26","1.0","8.0","49.989999999999995",,"10.0",,"1.0"
"1842.15","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Family","16 Aug 26","0.375","13.0","52.63285714285715",,"35.0",,"0.3310696740222023"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","17 Aug 25",,,,"-1.0",,"-1.0",
"949.81","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","26 Jul 26","1.0","2.0","49.989999999999995",,"19.0",,"1.0"
"790.66","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","2 Aug 26","1.0","2.0","49.41625",,"16.0",,"1.0"
"699.86","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","9 Aug 26","1.0","2.0","49.99",,"14.0",,"1.0"
"574.89","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Hypermarket","16 Aug 26","0.3333333333333333","2.0","52.26272727272727",,"11.0",,"0.08695576545078189"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","17 Aug 25",,,,"-1.0",,"-1.0",
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","26 Jul 26","1.0","1.0","49.99",,"2.0",,"1.0"
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","2 Aug 26","0.5","2.0","49.99",,"2.0",,"0.5"
"49.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","PnP Local","16 Aug 26",,"1.0","49.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SaveMor","17 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","17 Aug 25",,,,"-1.0",,"-1.0",
"7183.82","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","26 Jul 26","0.10714285714285714","55.0","52.056666666666665",,"138.0",,"0.07961084771054953"
"5566.06","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","2 Aug 26","0.12962962962962962","53.0","52.0192523364486",,"107.0",,"0.1494540123534421"
"6297.91","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","9 Aug 26","0.0967741935483871","61.0","52.04884297520661",,"121.0",,"0.06524704227275398"
"4444.27","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite","16 Aug 26","0.10869565217391304","45.0","52.28552941176471",,"85.0",,"0.08076467001329801"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Cash & Carry","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Cash & Carry","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Cash & Carry","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Cash & Carry","17 Aug 25",,,,"-1.0",,"-1.0",
"32.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Cash & Carry","9 Aug 26",,"1.0","32.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Hyper","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Hyper","10 Aug 25",,,,"-1.0",,"-1.0",
"109.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Hyper","26 Jul 26",,"1.0","54.995",,"2.0",,
"109.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Hyper","2 Aug 26",,"1.0","54.995",,"2.0",,
"54.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Hyper","9 Aug 26",,"1.0","54.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","17 Aug 25",,,,"-1.0",,"-1.0",
"366.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","26 Jul 26",,"5.0","52.41857142857143",,"7.0",,
"207.96","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","2 Aug 26",,"3.0","51.99",,"4.0",,
"415.92","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","9 Aug 26",,"6.0","51.99",,"8.0",,
"207.96","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Shoprite Mini","16 Aug 26",,"4.0","51.99",,"4.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","17 Aug 25",,,,"-1.0",,"-1.0",
"1169.77","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","26 Jul 26",,"12.0","50.85956521739131",,"23.0",,
"1627.68","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","2 Aug 26",,"15.0","50.865",,"32.0",,
"763.85","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","9 Aug 26",,"8.0","50.92333333333333",,"15.0",,
"959.26","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","Spar","16 Aug 26",,"12.0","50.48736842105263",,"19.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"6126.27","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","26 Jul 26",,"45.0","49.80707317073171",,"123.0",,
"6636.17","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","2 Aug 26","0.02","50.0","49.89601503759398",,"133.0",,"0.029755114772526927"
"8005.89","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","9 Aug 26",,"47.0","49.7260248447205",,"161.0",,
"6345.72","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","SuperSpar","16 Aug 26","0.02","50.0","49.5759375",,"128.0",,"0.013785669711238442"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","17 Aug 25",,,,"-1.0",,"-1.0",
"249.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","26 Jul 26",,"4.0","49.989999999999995",,"5.0",,
"199.96","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","2 Aug 26",,"4.0","49.99",,"4.0",,
"847.83","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","9 Aug 26",,"13.0","49.87235294117647",,"17.0",,
"249.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Kwazulu-natal","U Save","16 Aug 26",,"5.0","49.989999999999995",,"5.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"7228.79","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","26 Jul 26","0.9444444444444444","18.0","46.637354838709676",,"155.0",,"0.9934996036681104"
"8887.19","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","2 Aug 26","0.9411764705882353","17.0","47.02216931216932",,"189.0",,"0.9785128932767274"
"7985.77","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","9 Aug 26","0.9411764705882353","17.0","46.97511764705882",,"170.0",,"0.9646959529262675"
"5651.11","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Checkers","16 Aug 26","0.8823529411764706","17.0","47.09258333333333",,"120.0",,"0.8825275034462257"
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks","17 Aug 25",,,,"-1.0",,"-1.0",
"1051.86","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks","26 Jul 26","0.4166666666666667","12.0","43.82749999999999",,"24.0",,"0.6216891981822676"
"991.87","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks","2 Aug 26","0.5454545454545454","11.0","41.32791666666667",,"24.0",,"0.6038291308336777"
"1159.82","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks","9 Aug 26","0.2","10.0","48.32583333333333",,"24.0",,"0.2258626338569778"
"692.88","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks","16 Aug 26",,"10.0","53.29846153846154",,"13.0",,
"52.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks Pharmacy","26 Jul 26",,"1.0","52.99",,"1.0",,
"105.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Clicks Pharmacy","16 Aug 26",,"2.0","52.99",,"2.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","17 Aug 25",,,,"-1.0",,"-1.0",
"384.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","26 Jul 26",,"5.0","54.99",,"7.0",,
"269.46","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","2 Aug 26","0.25","4.0","53.891999999999996",,"5.0",,"0.18370073480293922"
"599.4","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","9 Aug 26",,"7.0","54.49090909090909",,"11.0",,
"384.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Dis-Chem","16 Aug 26",,"5.0","54.99",,"7.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","KwikSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","KwikSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"44.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","KwikSpar","26 Jul 26",,"1.0","44.99",,"1.0",,
"44.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","KwikSpar","2 Aug 26",,"1.0","44.99",,"1.0",,
"44.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","KwikSpar","16 Aug 26",,"1.0","44.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Medicare","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Medicare","17 Aug 25",,,,"-1.0",,"-1.0",
"164.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Medicare","26 Jul 26",,"1.0","54.99",,"3.0",,
"54.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Medicare","9 Aug 26",,"1.0","54.99",,"1.0",,
"50.0","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Medirite Plus","26 Jul 26",,"1.0","25.0",,"2.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
"239.95","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Foods","26 Jul 26",,"2.0","47.989999999999995",,"5.0",,
"47.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Foods","2 Aug 26",,"1.0","47.99",,"1.0",,
"47.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Foods","9 Aug 26",,"1.0","47.99",,"1.0",,
"95.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Foods","16 Aug 26",,"1.0","47.99",,"2.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","17 Aug 25",,,,"-1.0",,"-1.0",
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","26 Jul 26",,"2.0","49.99",,"2.0",,
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","2 Aug 26",,"2.0","49.99",,"2.0",,
"149.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","9 Aug 26",,"2.0","49.99",,"3.0",,
"149.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","OK Minimark","16 Aug 26",,"2.0","49.99",,"3.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"1749.65","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","26 Jul 26","0.2727272727272727","9.0","49.99",,"35.0",,"0.3714285714285714"
"1744.64","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","2 Aug 26","0.07692307692307693","10.0","49.84685714285715",,"35.0",,"0.027220515407190022"
"1099.78","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","9 Aug 26",,"9.0","49.99",,"22.0",,
"1354.74","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Corporate","16 Aug 26",,"9.0","52.105384615384615",,"26.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"1849.63","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","26 Jul 26","0.3","7.0","49.99",,"37.0",,"0.29729729729729726"
"1492.45","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","2 Aug 26","0.1","7.0","49.748333333333335",,"30.0",,"0.16387148648195918"
"899.82","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","9 Aug 26",,"6.0","49.99",,"18.0",,
"1767.16","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Family","16 Aug 26",,"6.0","51.97529411764706",,"34.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Local","3 Aug 25",,,,"-1.0",,"-1.0",
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Local","26 Jul 26","1.0","1.0","49.99",,"2.0",,"1.0"
"99.98","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","PnP Local","9 Aug 26",,"1.0","49.99",,"2.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","17 Aug 25",,,,"-1.0",,"-1.0",
"46.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","26 Jul 26",,"1.0","46.99",,"1.0",,
"316.93","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","2 Aug 26",,"3.0","45.27571428571429",,"7.0",,
"134.97","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","9 Aug 26",,"1.0","44.99",,"3.0",,
"46.99","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","SaveMor","16 Aug 26",,"1.0","46.99",,"1.0",,
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","10 Aug 25",,,,"-1.0",,"-1.0",
,"Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","17 Aug 25",,,,"-1.0",,"-1.0",
"9932.77","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","26 Jul 26",,"55.0","47.07473933649289",,"211.0",,
"10781.58","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","2 Aug 26","0.0392156862745098","51.0","47.08113537117904",,"229.0",,"0.026150156099569822"
"9735.39","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","9 Aug 26","0.07547169811320754","53.0","47.03086956521739",,"207.0",,"0.05212734158569919"
"8779.07","Shield Chemicals","Mr Sheen Clear View Glass & Surface Cleaner 1l","Limpopo","Shoprite","16 Aug 26","0.037037037037037035","54.0","47.199301075268814",,"186.0",,"0.037467522186290805"
